body, x, y, z
jupiter,-5.4454,-0.5225,0.1240
saturn,7.5621,5.2972,-0.3931
uranus,6.2478,18.3359,-0.0133
neptune,29.6139,3.7937,-0.7594
sun,0.0096,-0.0039,-0.0002
jupiter,-5.4431,-0.5486,0.1241
saturn,7.5493,5.3139,-0.3929
uranus,6.2341,18.3399,-0.0131
neptune,29.6124,3.8052,-0.7596
sun,0.0096,-0.0039,-0.0002
jupiter,-5.4407,-0.5746,0.1241
saturn,7.5364,5.3305,-0.3927
uranus,6.2204,18.3439,-0.0129
neptune,29.6109,3.8167,-0.7598
sun,0.0096,-0.0039,-0.0002
jupiter,-5.4382,-0.6006,0.1242
saturn,7.5235,5.3471,-0.3924
uranus,6.2068,18.3478,-0.0127
neptune,29.6094,3.8281,-0.7600
sun,0.0096,-0.0039,-0.0002
jupiter,-5.4355,-0.6266,0.1242
saturn,7.5105,5.3637,-0.3922
uranus,6.1931,18.3518,-0.0125
neptune,29.6079,3.8396,-0.7602
sun,0.0096,-0.0038,-0.0002
jupiter,-5.4327,-0.6526,0.1243
saturn,7.4975,5.3802,-0.3920
uranus,6.1794,18.3558,-0.0124
neptune,29.6063,3.8511,-0.7604
sun,0.0096,-0.0038,-0.0002
jupiter,-5.4297,-0.6785,0.1243
saturn,7.4845,5.3967,-0.3917
uranus,6.1657,18.3597,-0.0122
neptune,29.6048,3.8625,-0.7606
sun,0.0096,-0.0038,-0.0002
jupiter,-5.4267,-0.7045,0.1244
saturn,7.4714,5.4132,-0.3915
uranus,6.1521,18.3636,-0.0120
neptune,29.6033,3.8740,-0.7608
sun,0.0096,-0.0038,-0.0002
jupiter,-5.4235,-0.7304,0.1244
saturn,7.4583,5.4297,-0.3913
uranus,6.1384,18.3676,-0.0118
neptune,29.6017,3.8855,-0.7610
sun,0.0096,-0.0038,-0.0002
jupiter,-5.4202,-0.7564,0.1244
saturn,7.4452,5.4461,-0.3910
uranus,6.1247,18.3715,-0.0116
neptune,29.6002,3.8969,-0.7612
sun,0.0096,-0.0037,-0.0002
jupiter,-5.4167,-0.7823,0.1245
saturn,7.4320,5.4625,-0.3908
uranus,6.1110,18.3754,-0.0114
neptune,29.5986,3.9084,-0.7614
sun,0.0096,-0.0037,-0.0002
jupiter,-5.4131,-0.8081,0.1245
saturn,7.4188,5.4789,-0.3905
uranus,6.0973,18.3793,-0.0112
neptune,29.5971,3.9198,-0.7616
sun,0.0096,-0.0037,-0.0002
jupiter,-5.4094,-0.8340,0.1245
saturn,7.4055,5.4953,-0.3903
uranus,6.0836,18.3832,-0.0110
neptune,29.5955,3.9313,-0.7618
sun,0.0096,-0.0037,-0.0002
jupiter,-5.4055,-0.8598,0.1245
saturn,7.3923,5.5116,-0.3901
uranus,6.0699,18.3871,-0.0108
neptune,29.5939,3.9428,-0.7620
sun,0.0096,-0.0037,-0.0002
jupiter,-5.4016,-0.8857,0.1246
saturn,7.3789,5.5279,-0.3898
uranus,6.0562,18.3909,-0.0106
neptune,29.5924,3.9542,-0.7622
sun,0.0096,-0.0036,-0.0002
jupiter,-5.3975,-0.9115,0.1246
saturn,7.3656,5.5442,-0.3896
uranus,6.0425,18.3948,-0.0104
neptune,29.5908,3.9657,-0.7624
sun,0.0096,-0.0036,-0.0002
jupiter,-5.3932,-0.9373,0.1246
saturn,7.3522,5.5604,-0.3893
uranus,6.0287,18.3986,-0.0102
neptune,29.5892,3.9771,-0.7626
sun,0.0096,-0.0036,-0.0002
jupiter,-5.3889,-0.9630,0.1246
saturn,7.3387,5.5766,-0.3891
uranus,6.0150,18.4025,-0.0100
neptune,29.5876,3.9886,-0.7628
sun,0.0096,-0.0036,-0.0002
jupiter,-5.3844,-0.9887,0.1246
saturn,7.3253,5.5928,-0.3888
uranus,6.0013,18.4063,-0.0099
neptune,29.5860,4.0000,-0.7630
sun,0.0096,-0.0036,-0.0002
jupiter,-5.3797,-1.0145,0.1246
saturn,7.3117,5.6090,-0.3885
uranus,5.9876,18.4101,-0.0097
neptune,29.5844,4.0115,-0.7632
sun,0.0096,-0.0035,-0.0002
jupiter,-5.3750,-1.0401,0.1246
saturn,7.2982,5.6251,-0.3883
uranus,5.9738,18.4139,-0.0095
neptune,29.5828,4.0229,-0.7634
sun,0.0096,-0.0035,-0.0002
jupiter,-5.3701,-1.0658,0.1246
saturn,7.2846,5.6412,-0.3880
uranus,5.9601,18.4177,-0.0093
neptune,29.5812,4.0344,-0.7636
sun,0.0096,-0.0035,-0.0002
jupiter,-5.3651,-1.0914,0.1246
saturn,7.2710,5.6573,-0.3878
uranus,5.9464,18.4215,-0.0091
neptune,29.5796,4.0459,-0.7638
sun,0.0096,-0.0035,-0.0002
jupiter,-5.3600,-1.1171,0.1246
saturn,7.2573,5.6733,-0.3875
uranus,5.9326,18.4253,-0.0089
neptune,29.5780,4.0573,-0.7640
sun,0.0096,-0.0035,-0.0002
jupiter,-5.3547,-1.1426,0.1246
saturn,7.2436,5.6893,-0.3872
uranus,5.9189,18.4290,-0.0087
neptune,29.5764,4.0688,-0.7642
sun,0.0096,-0.0035,-0.0002
jupiter,-5.3493,-1.1682,0.1246
saturn,7.2299,5.7053,-0.3870
uranus,5.9052,18.4328,-0.0085
neptune,29.5748,4.0802,-0.7644
sun,0.0096,-0.0034,-0.0002
jupiter,-5.3438,-1.1937,0.1245
saturn,7.2161,5.7213,-0.3867
uranus,5.8914,18.4365,-0.0083
neptune,29.5732,4.0917,-0.7646
sun,0.0096,-0.0034,-0.0002
jupiter,-5.3381,-1.2192,0.1245
saturn,7.2023,5.7372,-0.3864
uranus,5.8777,18.4403,-0.0081
neptune,29.5715,4.1031,-0.7648
sun,0.0096,-0.0034,-0.0002
jupiter,-5.3323,-1.2447,0.1245
saturn,7.1885,5.7531,-0.3861
uranus,5.8639,18.4440,-0.0079
neptune,29.5699,4.1146,-0.7650
sun,0.0096,-0.0034,-0.0002
jupiter,-5.3264,-1.2701,0.1245
saturn,7.1746,5.7690,-0.3859
uranus,5.8501,18.4477,-0.0077
neptune,29.5683,4.1260,-0.7652
sun,0.0096,-0.0034,-0.0002
jupiter,-5.3204,-1.2955,0.1244
saturn,7.1607,5.7848,-0.3856
uranus,5.8364,18.4514,-0.0075
neptune,29.5666,4.1375,-0.7654
sun,0.0096,-0.0033,-0.0002
jupiter,-5.3142,-1.3209,0.1244
saturn,7.1468,5.8006,-0.3853
uranus,5.8226,18.4551,-0.0074
neptune,29.5650,4.1489,-0.7656
sun,0.0096,-0.0033,-0.0002
jupiter,-5.3079,-1.3463,0.1244
saturn,7.1328,5.8164,-0.3850
uranus,5.8088,18.4588,-0.0072
neptune,29.5633,4.1604,-0.7658
sun,0.0096,-0.0033,-0.0002
jupiter,-5.3015,-1.3716,0.1243
saturn,7.1188,5.8322,-0.3847
uranus,5.7951,18.4625,-0.0070
neptune,29.5617,4.1718,-0.7660
sun,0.0096,-0.0033,-0.0002
jupiter,-5.2950,-1.3969,0.1243
saturn,7.1047,5.8479,-0.3844
uranus,5.7813,18.4662,-0.0068
neptune,29.5600,4.1832,-0.7661
sun,0.0096,-0.0033,-0.0002
jupiter,-5.2883,-1.4221,0.1242
saturn,7.0906,5.8636,-0.3842
uranus,5.7675,18.4698,-0.0066
neptune,29.5584,4.1947,-0.7663
sun,0.0096,-0.0032,-0.0002
jupiter,-5.2815,-1.4473,0.1242
saturn,7.0765,5.8792,-0.3839
uranus,5.7537,18.4735,-0.0064
neptune,29.5567,4.2061,-0.7665
sun,0.0096,-0.0032,-0.0002
jupiter,-5.2746,-1.4725,0.1242
saturn,7.0623,5.8949,-0.3836
uranus,5.7400,18.4771,-0.0062
neptune,29.5550,4.2176,-0.7667
sun,0.0096,-0.0032,-0.0002
jupiter,-5.2675,-1.4977,0.1241
saturn,7.0481,5.9105,-0.3833
uranus,5.7262,18.4807,-0.0060
neptune,29.5534,4.2290,-0.7669
sun,0.0096,-0.0032,-0.0002
jupiter,-5.2604,-1.5228,0.1240
saturn,7.0339,5.9261,-0.3830
uranus,5.7124,18.4843,-0.0058
neptune,29.5517,4.2405,-0.7671
sun,0.0096,-0.0032,-0.0002
jupiter,-5.2531,-1.5479,0.1240
saturn,7.0196,5.9416,-0.3827
uranus,5.6986,18.4879,-0.0056
neptune,29.5500,4.2519,-0.7673
sun,0.0096,-0.0032,-0.0002
jupiter,-5.2456,-1.5729,0.1239
saturn,7.0053,5.9571,-0.3824
uranus,5.6848,18.4915,-0.0054
neptune,29.5483,4.2633,-0.7675
sun,0.0096,-0.0031,-0.0002
jupiter,-5.2381,-1.5979,0.1239
saturn,6.9910,5.9726,-0.3821
uranus,5.6710,18.4951,-0.0052
neptune,29.5466,4.2748,-0.7677
sun,0.0096,-0.0031,-0.0002
jupiter,-5.2304,-1.6229,0.1238
saturn,6.9766,5.9881,-0.3818
uranus,5.6572,18.4987,-0.0050
neptune,29.5449,4.2862,-0.7679
sun,0.0096,-0.0031,-0.0002
jupiter,-5.2226,-1.6478,0.1237
saturn,6.9622,6.0035,-0.3815
uranus,5.6434,18.5023,-0.0049
neptune,29.5432,4.2977,-0.7681
sun,0.0096,-0.0031,-0.0002
jupiter,-5.2147,-1.6727,0.1236
saturn,6.9477,6.0189,-0.3812
uranus,5.6296,18.5058,-0.0047
neptune,29.5415,4.3091,-0.7683
sun,0.0096,-0.0031,-0.0002
jupiter,-5.2066,-1.6975,0.1236
saturn,6.9332,6.0342,-0.3809
uranus,5.6158,18.5094,-0.0045
neptune,29.5398,4.3205,-0.7685
sun,0.0096,-0.0030,-0.0002
jupiter,-5.1984,-1.7223,0.1235
saturn,6.9187,6.0496,-0.3805
uranus,5.6020,18.5129,-0.0043
neptune,29.5381,4.3320,-0.7687
sun,0.0096,-0.0030,-0.0002
jupiter,-5.1901,-1.7471,0.1234
saturn,6.9042,6.0649,-0.3802
uranus,5.5882,18.5164,-0.0041
neptune,29.5364,4.3434,-0.7689
sun,0.0096,-0.0030,-0.0002
jupiter,-5.1817,-1.7718,0.1233
saturn,6.8896,6.0802,-0.3799
uranus,5.5743,18.5199,-0.0039
neptune,29.5346,4.3549,-0.7691
sun,0.0096,-0.0030,-0.0002
jupiter,-5.1731,-1.7965,0.1232
saturn,6.8750,6.0954,-0.3796
uranus,5.5605,18.5234,-0.0037
neptune,29.5329,4.3663,-0.7693
sun,0.0096,-0.0030,-0.0002
jupiter,-5.1645,-1.8211,0.1231
saturn,6.8603,6.1106,-0.3793
uranus,5.5467,18.5269,-0.0035
neptune,29.5312,4.3777,-0.7695
sun,0.0096,-0.0029,-0.0002
jupiter,-5.1557,-1.8457,0.1230
saturn,6.8456,6.1258,-0.3790
uranus,5.5329,18.5304,-0.0033
neptune,29.5294,4.3892,-0.7697
sun,0.0096,-0.0029,-0.0002
jupiter,-5.1467,-1.8703,0.1229
saturn,6.8309,6.1409,-0.3786
uranus,5.5190,18.5339,-0.0031
neptune,29.5277,4.4006,-0.7699
sun,0.0096,-0.0029,-0.0002
jupiter,-5.1377,-1.8948,0.1228
saturn,6.8161,6.1560,-0.3783
uranus,5.5052,18.5374,-0.0029
neptune,29.5259,4.4120,-0.7701
sun,0.0096,-0.0029,-0.0002
jupiter,-5.1285,-1.9192,0.1227
saturn,6.8013,6.1711,-0.3780
uranus,5.4913,18.5408,-0.0027
neptune,29.5242,4.4235,-0.7703
sun,0.0096,-0.0029,-0.0002
jupiter,-5.1192,-1.9436,0.1226
saturn,6.7865,6.1862,-0.3776
uranus,5.4775,18.5443,-0.0025
neptune,29.5224,4.4349,-0.7705
sun,0.0095,-0.0029,-0.0002
jupiter,-5.1098,-1.9680,0.1225
saturn,6.7716,6.2012,-0.3773
uranus,5.4637,18.5477,-0.0024
neptune,29.5207,4.4463,-0.7707
sun,0.0095,-0.0028,-0.0002
jupiter,-5.1003,-1.9923,0.1224
saturn,6.7567,6.2162,-0.3770
uranus,5.4498,18.5511,-0.0022
neptune,29.5189,4.4578,-0.7708
sun,0.0095,-0.0028,-0.0002
jupiter,-5.0906,-2.0166,0.1223
saturn,6.7418,6.2311,-0.3767
uranus,5.4360,18.5545,-0.0020
neptune,29.5171,4.4692,-0.7710
sun,0.0095,-0.0028,-0.0002
jupiter,-5.0808,-2.0408,0.1222
saturn,6.7268,6.2461,-0.3763
uranus,5.4221,18.5579,-0.0018
neptune,29.5154,4.4806,-0.7712
sun,0.0095,-0.0028,-0.0002
jupiter,-5.0709,-2.0650,0.1221
saturn,6.7118,6.2610,-0.3760
uranus,5.4083,18.5613,-0.0016
neptune,29.5136,4.4920,-0.7714
sun,0.0095,-0.0028,-0.0002
jupiter,-5.0609,-2.0891,0.1219
saturn,6.6968,6.2758,-0.3756
uranus,5.3944,18.5647,-0.0014
neptune,29.5118,4.5035,-0.7716
sun,0.0095,-0.0027,-0.0002
jupiter,-5.0507,-2.1132,0.1218
saturn,6.6817,6.2907,-0.3753
uranus,5.3805,18.5681,-0.0012
neptune,29.5100,4.5149,-0.7718
sun,0.0095,-0.0027,-0.0002
jupiter,-5.0405,-2.1372,0.1217
saturn,6.6666,6.3055,-0.3749
uranus,5.3667,18.5714,-0.0010
neptune,29.5082,4.5263,-0.7720
sun,0.0095,-0.0027,-0.0002
jupiter,-5.0301,-2.1612,0.1215
saturn,6.6514,6.3202,-0.3746
uranus,5.3528,18.5748,-0.0008
neptune,29.5064,4.5378,-0.7722
sun,0.0095,-0.0027,-0.0002
jupiter,-5.0196,-2.1851,0.1214
saturn,6.6363,6.3350,-0.3743
uranus,5.3389,18.5781,-0.0006
neptune,29.5046,4.5492,-0.7724
sun,0.0095,-0.0027,-0.0002
jupiter,-5.0089,-2.2090,0.1213
saturn,6.6211,6.3497,-0.3739
uranus,5.3251,18.5815,-0.0004
neptune,29.5028,4.5606,-0.7726
sun,0.0095,-0.0027,-0.0002
jupiter,-4.9982,-2.2328,0.1211
saturn,6.6058,6.3643,-0.3735
uranus,5.3112,18.5848,-0.0002
neptune,29.5010,4.5720,-0.7728
sun,0.0095,-0.0026,-0.0002
jupiter,-4.9873,-2.2566,0.1210
saturn,6.5905,6.3790,-0.3732
uranus,5.2973,18.5881,-0.0001
neptune,29.4992,4.5835,-0.7730
sun,0.0095,-0.0026,-0.0002
jupiter,-4.9763,-2.2803,0.1208
saturn,6.5752,6.3936,-0.3728
uranus,5.2834,18.5914,0.0001
neptune,29.4974,4.5949,-0.7732
sun,0.0095,-0.0026,-0.0002
jupiter,-4.9652,-2.3039,0.1207
saturn,6.5599,6.4081,-0.3725
uranus,5.2695,18.5947,0.0003
neptune,29.4956,4.6063,-0.7734
sun,0.0095,-0.0026,-0.0002
jupiter,-4.9540,-2.3275,0.1205
saturn,6.5445,6.4227,-0.3721
uranus,5.2557,18.5980,0.0005
neptune,29.4938,4.6177,-0.7736
sun,0.0095,-0.0026,-0.0002
jupiter,-4.9426,-2.3511,0.1204
saturn,6.5291,6.4372,-0.3718
uranus,5.2418,18.6013,0.0007
neptune,29.4919,4.6291,-0.7738
sun,0.0095,-0.0026,-0.0002
jupiter,-4.9312,-2.3746,0.1202
saturn,6.5136,6.4517,-0.3714
uranus,5.2279,18.6045,0.0009
neptune,29.4901,4.6406,-0.7739
sun,0.0095,-0.0025,-0.0002
jupiter,-4.9196,-2.3980,0.1201
saturn,6.4982,6.4661,-0.3710
uranus,5.2140,18.6078,0.0011
neptune,29.4883,4.6520,-0.7741
sun,0.0094,-0.0025,-0.0002
jupiter,-4.9079,-2.4214,0.1199
saturn,6.4827,6.4805,-0.3707
uranus,5.2001,18.6110,0.0013
neptune,29.4864,4.6634,-0.7743
sun,0.0094,-0.0025,-0.0002
jupiter,-4.8961,-2.4447,0.1197
saturn,6.4671,6.4949,-0.3703
uranus,5.1862,18.6142,0.0015
neptune,29.4846,4.6748,-0.7745
sun,0.0094,-0.0025,-0.0002
jupiter,-4.8841,-2.4679,0.1196
saturn,6.4515,6.5092,-0.3699
uranus,5.1723,18.6175,0.0017
neptune,29.4827,4.6862,-0.7747
sun,0.0094,-0.0025,-0.0002
jupiter,-4.8721,-2.4911,0.1194
saturn,6.4359,6.5235,-0.3695
uranus,5.1584,18.6207,0.0019
neptune,29.4809,4.6976,-0.7749
sun,0.0094,-0.0024,-0.0002
jupiter,-4.8599,-2.5143,0.1192
saturn,6.4203,6.5378,-0.3692
uranus,5.1444,18.6239,0.0021
neptune,29.4790,4.7091,-0.7751
sun,0.0094,-0.0024,-0.0002
jupiter,-4.8476,-2.5374,0.1190
saturn,6.4046,6.5520,-0.3688
uranus,5.1305,18.6271,0.0023
neptune,29.4771,4.7205,-0.7753
sun,0.0094,-0.0024,-0.0002
jupiter,-4.8352,-2.5604,0.1188
saturn,6.3889,6.5662,-0.3684
uranus,5.1166,18.6302,0.0024
neptune,29.4753,4.7319,-0.7755
sun,0.0094,-0.0024,-0.0002
jupiter,-4.8227,-2.5833,0.1187
saturn,6.3732,6.5804,-0.3680
uranus,5.1027,18.6334,0.0026
neptune,29.4734,4.7433,-0.7757
sun,0.0094,-0.0024,-0.0002
jupiter,-4.8100,-2.6062,0.1185
saturn,6.3574,6.5945,-0.3677
uranus,5.0888,18.6366,0.0028
neptune,29.4715,4.7547,-0.7759
sun,0.0094,-0.0024,-0.0002
jupiter,-4.7973,-2.6291,0.1183
saturn,6.3416,6.6086,-0.3673
uranus,5.0749,18.6397,0.0030
neptune,29.4696,4.7661,-0.7761
sun,0.0094,-0.0023,-0.0002
jupiter,-4.7844,-2.6518,0.1181
saturn,6.3257,6.6227,-0.3669
uranus,5.0609,18.6428,0.0032
neptune,29.4678,4.7775,-0.7763
sun,0.0094,-0.0023,-0.0002
jupiter,-4.7714,-2.6745,0.1179
saturn,6.3099,6.6368,-0.3665
uranus,5.0470,18.6460,0.0034
neptune,29.4659,4.7890,-0.7764
sun,0.0094,-0.0023,-0.0002
jupiter,-4.7583,-2.6972,0.1177
saturn,6.2940,6.6508,-0.3661
uranus,5.0331,18.6491,0.0036
neptune,29.4640,4.8004,-0.7766
sun,0.0094,-0.0023,-0.0002
jupiter,-4.7451,-2.7197,0.1175
saturn,6.2780,6.6647,-0.3657
uranus,5.0191,18.6522,0.0038
neptune,29.4621,4.8118,-0.7768
sun,0.0094,-0.0023,-0.0002
jupiter,-4.7318,-2.7423,0.1173
saturn,6.2621,6.6787,-0.3653
uranus,5.0052,18.6553,0.0040
neptune,29.4602,4.8232,-0.7770
sun,0.0093,-0.0023,-0.0002
jupiter,-4.7183,-2.7647,0.1171
saturn,6.2461,6.6926,-0.3649
uranus,4.9912,18.6584,0.0042
neptune,29.4583,4.8346,-0.7772
sun,0.0093,-0.0022,-0.0002
jupiter,-4.7048,-2.7871,0.1169
saturn,6.2300,6.7064,-0.3645
uranus,4.9773,18.6615,0.0044
neptune,29.4563,4.8460,-0.7774
sun,0.0093,-0.0022,-0.0002
jupiter,-4.6911,-2.8094,0.1167
saturn,6.2140,6.7203,-0.3641
uranus,4.9634,18.6645,0.0046
neptune,29.4544,4.8574,-0.7776
sun,0.0093,-0.0022,-0.0002
jupiter,-4.6773,-2.8316,0.1164
saturn,6.1979,6.7340,-0.3637
uranus,4.9494,18.6676,0.0048
neptune,29.4525,4.8688,-0.7778
sun,0.0093,-0.0022,-0.0002
jupiter,-4.6634,-2.8538,0.1162
saturn,6.1817,6.7478,-0.3633
uranus,4.9355,18.6706,0.0049
neptune,29.4506,4.8802,-0.7780
sun,0.0093,-0.0022,-0.0002
jupiter,-4.6494,-2.8759,0.1160
saturn,6.1656,6.7615,-0.3629
uranus,4.9215,18.6737,0.0051
neptune,29.4486,4.8916,-0.7782
sun,0.0093,-0.0022,-0.0002
jupiter,-4.6353,-2.8980,0.1158
saturn,6.1494,6.7752,-0.3625
uranus,4.9075,18.6767,0.0053
neptune,29.4467,4.9030,-0.7783
sun,0.0093,-0.0021,-0.0002
jupiter,-4.6211,-2.9199,0.1155
saturn,6.1332,6.7889,-0.3621
uranus,4.8936,18.6797,0.0055
neptune,29.4448,4.9144,-0.7785
sun,0.0093,-0.0021,-0.0002
jupiter,-4.6067,-2.9418,0.1153
saturn,6.1169,6.8025,-0.3617
uranus,4.8796,18.6827,0.0057
neptune,29.4428,4.9258,-0.7787
sun,0.0093,-0.0021,-0.0002
jupiter,-4.5923,-2.9636,0.1151
saturn,6.1006,6.8161,-0.3613
uranus,4.8657,18.6857,0.0059
neptune,29.4409,4.9372,-0.7789
sun,0.0093,-0.0021,-0.0002
jupiter,-4.5777,-2.9854,0.1148
saturn,6.0843,6.8296,-0.3609
uranus,4.8517,18.6887,0.0061
neptune,29.4389,4.9486,-0.7791
sun,0.0093,-0.0021,-0.0002
jupiter,-4.5630,-3.0071,0.1146
saturn,6.0680,6.8432,-0.3604
uranus,4.8377,18.6917,0.0063
neptune,29.4370,4.9600,-0.7793
sun,0.0092,-0.0021,-0.0002
jupiter,-4.5483,-3.0287,0.1144
saturn,6.0516,6.8566,-0.3600
uranus,4.8237,18.6946,0.0065
neptune,29.4350,4.9714,-0.7795
sun,0.0092,-0.0020,-0.0002
jupiter,-4.5334,-3.0502,0.1141
saturn,6.0352,6.8701,-0.3596
uranus,4.8098,18.6976,0.0067
neptune,29.4331,4.9828,-0.7797
sun,0.0092,-0.0020,-0.0002
jupiter,-4.5184,-3.0717,0.1139
saturn,6.0187,6.8835,-0.3592
uranus,4.7958,18.7005,0.0069
neptune,29.4311,4.9942,-0.7799
sun,0.0092,-0.0020,-0.0002
jupiter,-4.5032,-3.0931,0.1136
saturn,6.0022,6.8969,-0.3588
uranus,4.7818,18.7035,0.0071
neptune,29.4291,5.0056,-0.7801
sun,0.0092,-0.0020,-0.0002
jupiter,-4.4880,-3.1144,0.1134
saturn,5.9857,6.9102,-0.3583
uranus,4.7678,18.7064,0.0073
neptune,29.4271,5.0170,-0.7802
sun,0.0092,-0.0020,-0.0002
jupiter,-4.4727,-3.1357,0.1131
saturn,5.9692,6.9235,-0.3579
uranus,4.7538,18.7093,0.0074
neptune,29.4251,5.0284,-0.7804
sun,0.0092,-0.0020,-0.0002
jupiter,-4.4573,-3.1568,0.1129
saturn,5.9526,6.9368,-0.3575
uranus,4.7398,18.7122,0.0076
neptune,29.4232,5.0398,-0.7806
sun,0.0092,-0.0020,-0.0002
jupiter,-4.4417,-3.1779,0.1126
saturn,5.9360,6.9500,-0.3570
uranus,4.7259,18.7151,0.0078
neptune,29.4212,5.0512,-0.7808
sun,0.0092,-0.0019,-0.0002
jupiter,-4.4261,-3.1989,0.1123
saturn,5.9194,6.9632,-0.3566
uranus,4.7119,18.7180,0.0080
neptune,29.4192,5.0626,-0.7810
sun,0.0092,-0.0019,-0.0002
jupiter,-4.4103,-3.2199,0.1121
saturn,5.9028,6.9764,-0.3562
uranus,4.6979,18.7208,0.0082
neptune,29.4172,5.0740,-0.7812
sun,0.0092,-0.0019,-0.0002
jupiter,-4.3944,-3.2407,0.1118
saturn,5.8861,6.9895,-0.3557
uranus,4.6839,18.7237,0.0084
neptune,29.4152,5.0854,-0.7814
sun,0.0091,-0.0019,-0.0002
jupiter,-4.3785,-3.2615,0.1115
saturn,5.8693,7.0026,-0.3553
uranus,4.6699,18.7266,0.0086
neptune,29.4132,5.0968,-0.7816
sun,0.0091,-0.0019,-0.0002
jupiter,-4.3624,-3.2822,0.1113
saturn,5.8526,7.0156,-0.3549
uranus,4.6559,18.7294,0.0088
neptune,29.4111,5.1082,-0.7817
sun,0.0091,-0.0019,-0.0002
jupiter,-4.3462,-3.3028,0.1110
saturn,5.8358,7.0286,-0.3544
uranus,4.6419,18.7322,0.0090
neptune,29.4091,5.1195,-0.7819
sun,0.0091,-0.0018,-0.0002
jupiter,-4.3299,-3.3234,0.1107
saturn,5.8190,7.0416,-0.3540
uranus,4.6278,18.7351,0.0092
neptune,29.4071,5.1309,-0.7821
sun,0.0091,-0.0018,-0.0002
jupiter,-4.3135,-3.3438,0.1104
saturn,5.8022,7.0546,-0.3535
uranus,4.6138,18.7379,0.0094
neptune,29.4051,5.1423,-0.7823
sun,0.0091,-0.0018,-0.0002
jupiter,-4.2970,-3.3642,0.1101
saturn,5.7853,7.0675,-0.3531
uranus,4.5998,18.7407,0.0096
neptune,29.4031,5.1537,-0.7825
sun,0.0091,-0.0018,-0.0002
jupiter,-4.2804,-3.3845,0.1099
saturn,5.7684,7.0803,-0.3526
uranus,4.5858,18.7434,0.0098
neptune,29.4010,5.1651,-0.7827
sun,0.0091,-0.0018,-0.0002
jupiter,-4.2637,-3.4047,0.1096
saturn,5.7515,7.0932,-0.3522
uranus,4.5718,18.7462,0.0099
neptune,29.3990,5.1765,-0.7829
sun,0.0091,-0.0018,-0.0002
jupiter,-4.2469,-3.4249,0.1093
saturn,5.7345,7.1060,-0.3517
uranus,4.5578,18.7490,0.0101
neptune,29.3969,5.1879,-0.7831
sun,0.0091,-0.0018,-0.0002
jupiter,-4.2300,-3.4449,0.1090
saturn,5.7175,7.1187,-0.3513
uranus,4.5437,18.7518,0.0103
neptune,29.3949,5.1993,-0.7832
sun,0.0090,-0.0017,-0.0002
jupiter,-4.2129,-3.4649,0.1087
saturn,5.7005,7.1314,-0.3508
uranus,4.5297,18.7545,0.0105
neptune,29.3928,5.2106,-0.7834
sun,0.0090,-0.0017,-0.0002
jupiter,-4.1958,-3.4848,0.1084
saturn,5.6835,7.1441,-0.3504
uranus,4.5157,18.7572,0.0107
neptune,29.3908,5.2220,-0.7836
sun,0.0090,-0.0017,-0.0002
jupiter,-4.1786,-3.5046,0.1081
saturn,5.6664,7.1568,-0.3499
uranus,4.5016,18.7600,0.0109
neptune,29.3887,5.2334,-0.7838
sun,0.0090,-0.0017,-0.0002
jupiter,-4.1613,-3.5243,0.1078
saturn,5.6493,7.1694,-0.3494
uranus,4.4876,18.7627,0.0111
neptune,29.3867,5.2448,-0.7840
sun,0.0090,-0.0017,-0.0002
jupiter,-4.1438,-3.5439,0.1075
saturn,5.6321,7.1820,-0.3490
uranus,4.4736,18.7654,0.0113
neptune,29.3846,5.2562,-0.7842
sun,0.0090,-0.0017,-0.0002
jupiter,-4.1263,-3.5635,0.1071
saturn,5.6150,7.1945,-0.3485
uranus,4.4595,18.7681,0.0115
neptune,29.3825,5.2675,-0.7844
sun,0.0090,-0.0017,-0.0002
jupiter,-4.1087,-3.5829,0.1068
saturn,5.5978,7.2070,-0.3480
uranus,4.4455,18.7708,0.0117
neptune,29.3804,5.2789,-0.7846
sun,0.0090,-0.0016,-0.0002
jupiter,-4.0910,-3.6023,0.1065
saturn,5.5805,7.2195,-0.3476
uranus,4.4314,18.7734,0.0119
neptune,29.3783,5.2903,-0.7847
sun,0.0090,-0.0016,-0.0002
jupiter,-4.0731,-3.6216,0.1062
saturn,5.5633,7.2319,-0.3471
uranus,4.4174,18.7761,0.0121
neptune,29.3763,5.3017,-0.7849
sun,0.0089,-0.0016,-0.0002
jupiter,-4.0552,-3.6408,0.1059
saturn,5.5460,7.2443,-0.3466
uranus,4.4033,18.7788,0.0122
neptune,29.3742,5.3130,-0.7851
sun,0.0089,-0.0016,-0.0002
jupiter,-4.0372,-3.6599,0.1056
saturn,5.5287,7.2566,-0.3462
uranus,4.3893,18.7814,0.0124
neptune,29.3721,5.3244,-0.7853
sun,0.0089,-0.0016,-0.0002
jupiter,-4.0191,-3.6789,0.1052
saturn,5.5114,7.2689,-0.3457
uranus,4.3752,18.7840,0.0126
neptune,29.3700,5.3358,-0.7855
sun,0.0089,-0.0016,-0.0002
jupiter,-4.0009,-3.6978,0.1049
saturn,5.4940,7.2812,-0.3452
uranus,4.3612,18.7867,0.0128
neptune,29.3679,5.3472,-0.7857
sun,0.0089,-0.0016,-0.0002
jupiter,-3.9825,-3.7167,0.1046
saturn,5.4766,7.2934,-0.3447
uranus,4.3471,18.7893,0.0130
neptune,29.3658,5.3585,-0.7859
