body, x, y, z
neptune,16.6900,-25.0760,0.1318
sun,0.0010,-0.0044,-0.0000
jupiter,4.1823,2.6492,-0.1046
saturn,6.5921,6.3946,-0.3734
uranus,14.3142,-13.8511,-0.2371
neptune,16.6994,-25.0695,0.1314
sun,0.0010,-0.0044,-0.0000
jupiter,4.1670,2.6738,-0.1044
saturn,6.5768,6.4092,-0.3730
uranus,14.3241,-13.8414,-0.2372
neptune,16.7089,-25.0631,0.1311
sun,0.0010,-0.0044,-0.0000
jupiter,4.1517,2.6982,-0.1042
saturn,6.5615,6.4237,-0.3727
uranus,14.3340,-13.8317,-0.2372
neptune,16.7184,-25.0566,0.1307
sun,0.0011,-0.0045,-0.0000
jupiter,4.1361,2.7226,-0.1039
saturn,6.5461,6.4382,-0.3723
uranus,14.3439,-13.8220,-0.2373
neptune,16.7279,-25.0502,0.1304
sun,0.0011,-0.0045,-0.0000
jupiter,4.1205,2.7469,-0.1037
saturn,6.5308,6.4527,-0.3719
uranus,14.3537,-13.8123,-0.2374
neptune,16.7373,-25.0437,0.1300
sun,0.0011,-0.0045,-0.0000
jupiter,4.1047,2.7712,-0.1034
saturn,6.5153,6.4672,-0.3716
uranus,14.3636,-13.8026,-0.2375
neptune,16.7468,-25.0372,0.1297
sun,0.0011,-0.0046,-0.0000
jupiter,4.0888,2.7953,-0.1032
saturn,6.4999,6.4816,-0.3712
uranus,14.3734,-13.7928,-0.2376
neptune,16.7562,-25.0307,0.1293
sun,0.0011,-0.0046,-0.0000
jupiter,4.0728,2.8193,-0.1029
saturn,6.4844,6.4960,-0.3709
uranus,14.3833,-13.7831,-0.2377
neptune,16.7657,-25.0243,0.1290
sun,0.0011,-0.0046,-0.0000
jupiter,4.0566,2.8433,-0.1026
saturn,6.4689,6.5104,-0.3705
uranus,14.3931,-13.7734,-0.2378
neptune,16.7751,-25.0178,0.1286
sun,0.0012,-0.0046,-0.0000
jupiter,4.0403,2.8671,-0.1024
saturn,6.4533,6.5247,-0.3701
uranus,14.4029,-13.7636,-0.2379
neptune,16.7846,-25.0113,0.1283
sun,0.0012,-0.0047,-0.0000
jupiter,4.0239,2.8909,-0.1021
saturn,6.4377,6.5390,-0.3697
uranus,14.4128,-13.7539,-0.2380
neptune,16.7941,-25.0048,0.1279
sun,0.0012,-0.0047,-0.0000
jupiter,4.0073,2.9146,-0.1018
saturn,6.4221,6.5532,-0.3694
uranus,14.4226,-13.7441,-0.2381
neptune,16.8035,-24.9983,0.1276
sun,0.0012,-0.0047,-0.0000
jupiter,3.9906,2.9382,-0.1015
saturn,6.4064,6.5674,-0.3690
uranus,14.4324,-13.7343,-0.2382
neptune,16.8129,-24.9918,0.1272
sun,0.0012,-0.0047,-0.0000
jupiter,3.9738,2.9616,-0.1013
saturn,6.3908,6.5816,-0.3686
uranus,14.4422,-13.7246,-0.2383
neptune,16.8224,-24.9853,0.1269
sun,0.0013,-0.0048,-0.0000
jupiter,3.9568,2.9850,-0.1010
saturn,6.3750,6.5958,-0.3682
uranus,14.4520,-13.7148,-0.2383
neptune,16.8318,-24.9788,0.1265
sun,0.0013,-0.0048,-0.0000
jupiter,3.9397,3.0083,-0.1007
saturn,6.3593,6.6099,-0.3679
uranus,14.4618,-13.7050,-0.2384
neptune,16.8413,-24.9723,0.1262
sun,0.0013,-0.0048,-0.0000
jupiter,3.9225,3.0315,-0.1004
saturn,6.3435,6.6240,-0.3675
uranus,14.4715,-13.6952,-0.2385
neptune,16.8507,-24.9658,0.1258
sun,0.0013,-0.0049,-0.0000
jupiter,3.9052,3.0546,-0.1001
saturn,6.3277,6.6381,-0.3671
uranus,14.4813,-13.6854,-0.2386
neptune,16.8601,-24.9593,0.1255
sun,0.0013,-0.0049,-0.0000
jupiter,3.8877,3.0776,-0.0998
saturn,6.3118,6.6521,-0.3667
uranus,14.4911,-13.6756,-0.2387
neptune,16.8696,-24.9528,0.1251
sun,0.0014,-0.0049,-0.0000
jupiter,3.8701,3.1005,-0.0995
saturn,6.2959,6.6661,-0.3663
uranus,14.5008,-13.6658,-0.2388
neptune,16.8790,-24.9463,0.1248
sun,0.0014,-0.0049,-0.0000
jupiter,3.8524,3.1233,-0.0992
saturn,6.2800,6.6800,-0.3659
uranus,14.5106,-13.6559,-0.2389
neptune,16.8884,-24.9397,0.1244
sun,0.0014,-0.0050,-0.0000
jupiter,3.8346,3.1460,-0.0989
saturn,6.2641,6.6939,-0.3655
uranus,14.5203,-13.6461,-0.2390
neptune,16.8978,-24.9332,0.1241
sun,0.0014,-0.0050,-0.0000
jupiter,3.8166,3.1686,-0.0986
saturn,6.2481,6.7078,-0.3651
uranus,14.5300,-13.6363,-0.2391
neptune,16.9073,-24.9267,0.1237
sun,0.0014,-0.0050,-0.0000
jupiter,3.7985,3.1910,-0.0983
saturn,6.2321,6.7217,-0.3647
uranus,14.5398,-13.6264,-0.2392
neptune,16.9167,-24.9201,0.1233
sun,0.0015,-0.0050,-0.0000
jupiter,3.7803,3.2134,-0.0980
saturn,6.2161,6.7355,-0.3643
uranus,14.5495,-13.6166,-0.2392
neptune,16.9261,-24.9136,0.1230
sun,0.0015,-0.0051,-0.0000
jupiter,3.7620,3.2357,-0.0977
saturn,6.2000,6.7493,-0.3639
uranus,14.5592,-13.6067,-0.2393
neptune,16.9355,-24.9071,0.1226
sun,0.0015,-0.0051,-0.0000
jupiter,3.7435,3.2579,-0.0973
saturn,6.1839,6.7630,-0.3635
uranus,14.5689,-13.5969,-0.2394
neptune,16.9449,-24.9005,0.1223
sun,0.0015,-0.0051,-0.0000
jupiter,3.7250,3.2800,-0.0970
saturn,6.1677,6.7767,-0.3631
uranus,14.5786,-13.5870,-0.2395
neptune,16.9543,-24.8940,0.1219
sun,0.0016,-0.0051,-0.0000
jupiter,3.7063,3.3019,-0.0967
saturn,6.1516,6.7904,-0.3627
uranus,14.5883,-13.5771,-0.2396
neptune,16.9637,-24.8874,0.1216
sun,0.0016,-0.0052,-0.0000
jupiter,3.6875,3.3238,-0.0964
saturn,6.1354,6.8040,-0.3623
uranus,14.5980,-13.5672,-0.2397
neptune,16.9731,-24.8808,0.1212
sun,0.0016,-0.0052,-0.0000
jupiter,3.6685,3.3455,-0.0960
saturn,6.1191,6.8176,-0.3619
uranus,14.6076,-13.5573,-0.2398
neptune,16.9825,-24.8743,0.1209
sun,0.0016,-0.0052,-0.0000
jupiter,3.6495,3.3672,-0.0957
saturn,6.1029,6.8312,-0.3615
uranus,14.6173,-13.5474,-0.2399
neptune,16.9919,-24.8677,0.1205
sun,0.0016,-0.0052,-0.0000
jupiter,3.6303,3.3887,-0.0953
saturn,6.0866,6.8447,-0.3611
uranus,14.6270,-13.5375,-0.2400
neptune,17.0013,-24.8612,0.1202
sun,0.0017,-0.0053,-0.0000
jupiter,3.6111,3.4101,-0.0950
saturn,6.0702,6.8582,-0.3607
uranus,14.6366,-13.5276,-0.2400
neptune,17.0107,-24.8546,0.1198
sun,0.0017,-0.0053,-0.0000
jupiter,3.5917,3.4315,-0.0947
saturn,6.0539,6.8717,-0.3603
uranus,14.6463,-13.5177,-0.2401
neptune,17.0201,-24.8480,0.1195
sun,0.0017,-0.0053,-0.0000
jupiter,3.5721,3.4527,-0.0943
saturn,6.0375,6.8851,-0.3598
uranus,14.6559,-13.5078,-0.2402
neptune,17.0295,-24.8414,0.1191
sun,0.0017,-0.0053,-0.0000
jupiter,3.5525,3.4738,-0.0940
saturn,6.0211,6.8985,-0.3594
uranus,14.6655,-13.4979,-0.2403
neptune,17.0389,-24.8348,0.1188
sun,0.0018,-0.0054,-0.0000
jupiter,3.5328,3.4947,-0.0936
saturn,6.0046,6.9119,-0.3590
uranus,14.6752,-13.4879,-0.2404
neptune,17.0483,-24.8283,0.1184
sun,0.0018,-0.0054,-0.0000
jupiter,3.5129,3.5156,-0.0932
saturn,5.9881,6.9252,-0.3586
uranus,14.6848,-13.4780,-0.2405
neptune,17.0576,-24.8217,0.1181
sun,0.0018,-0.0054,-0.0000
jupiter,3.4930,3.5364,-0.0929
saturn,5.9716,6.9385,-0.3582
uranus,14.6944,-13.4680,-0.2406
neptune,17.0670,-24.8151,0.1177
sun,0.0018,-0.0054,-0.0000
jupiter,3.4729,3.5570,-0.0925
saturn,5.9551,6.9517,-0.3577
uranus,14.7040,-13.4581,-0.2407
neptune,17.0764,-24.8085,0.1174
sun,0.0018,-0.0055,-0.0000
jupiter,3.4527,3.5776,-0.0922
saturn,5.9385,6.9649,-0.3573
uranus,14.7136,-13.4481,-0.2408
neptune,17.0858,-24.8019,0.1170
sun,0.0019,-0.0055,-0.0000
jupiter,3.4324,3.5980,-0.0918
saturn,5.9219,6.9781,-0.3569
uranus,14.7232,-13.4381,-0.2408
neptune,17.0951,-24.7953,0.1167
sun,0.0019,-0.0055,-0.0000
jupiter,3.4120,3.6183,-0.0914
saturn,5.9053,6.9913,-0.3564
uranus,14.7328,-13.4282,-0.2409
neptune,17.1045,-24.7887,0.1163
sun,0.0019,-0.0055,-0.0000
jupiter,3.3914,3.6385,-0.0910
saturn,5.8886,7.0044,-0.3560
uranus,14.7423,-13.4182,-0.2410
neptune,17.1139,-24.7821,0.1160
sun,0.0019,-0.0056,-0.0000
jupiter,3.3708,3.6585,-0.0907
saturn,5.8719,7.0174,-0.3556
uranus,14.7519,-13.4082,-0.2411
neptune,17.1232,-24.7754,0.1156
sun,0.0020,-0.0056,-0.0000
jupiter,3.3501,3.6785,-0.0903
saturn,5.8552,7.0305,-0.3551
uranus,14.7614,-13.3982,-0.2412
neptune,17.1326,-24.7688,0.1153
sun,0.0020,-0.0056,-0.0000
jupiter,3.3292,3.6983,-0.0899
saturn,5.8384,7.0435,-0.3547
uranus,14.7710,-13.3882,-0.2413
neptune,17.1420,-24.7622,0.1149
sun,0.0020,-0.0056,-0.0000
jupiter,3.3083,3.7180,-0.0895
saturn,5.8216,7.0564,-0.3542
uranus,14.7805,-13.3782,-0.2414
neptune,17.1513,-24.7556,0.1146
sun,0.0020,-0.0057,-0.0000
jupiter,3.2872,3.7376,-0.0891
saturn,5.8048,7.0694,-0.3538
uranus,14.7901,-13.3681,-0.2415
neptune,17.1607,-24.7490,0.1142
sun,0.0021,-0.0057,-0.0000
jupiter,3.2661,3.7571,-0.0887
saturn,5.7880,7.0822,-0.3533
uranus,14.7996,-13.3581,-0.2415
neptune,17.1700,-24.7423,0.1139
sun,0.0021,-0.0057,-0.0000
jupiter,3.2448,3.7765,-0.0883
saturn,5.7711,7.0951,-0.3529
uranus,14.8091,-13.3481,-0.2416
neptune,17.1794,-24.7357,0.1135
sun,0.0021,-0.0057,-0.0000
jupiter,3.2234,3.7957,-0.0879
saturn,5.7542,7.1079,-0.3525
uranus,14.8186,-13.3381,-0.2417
neptune,17.1887,-24.7290,0.1132
sun,0.0021,-0.0057,-0.0000
jupiter,3.2020,3.8148,-0.0875
saturn,5.7372,7.1207,-0.3520
uranus,14.8281,-13.3280,-0.2418
neptune,17.1980,-24.7224,0.1128
sun,0.0022,-0.0058,-0.0000
jupiter,3.1804,3.8338,-0.0871
saturn,5.7203,7.1334,-0.3515
uranus,14.8376,-13.3180,-0.2419
neptune,17.2074,-24.7158,0.1125
sun,0.0022,-0.0058,-0.0000
jupiter,3.1587,3.8527,-0.0867
saturn,5.7033,7.1461,-0.3511
uranus,14.8471,-13.3079,-0.2420
neptune,17.2167,-24.7091,0.1121
sun,0.0022,-0.0058,-0.0000
jupiter,3.1370,3.8714,-0.0863
saturn,5.6863,7.1588,-0.3506
uranus,14.8566,-13.2978,-0.2421
neptune,17.2261,-24.7024,0.1118
sun,0.0022,-0.0058,-0.0000
jupiter,3.1151,3.8900,-0.0859
saturn,5.6692,7.1714,-0.3502
uranus,14.8661,-13.2878,-0.2421
neptune,17.2354,-24.6958,0.1114
sun,0.0023,-0.0059,-0.0000
jupiter,3.0931,3.9085,-0.0855
saturn,5.6521,7.1840,-0.3497
uranus,14.8756,-13.2777,-0.2422
neptune,17.2447,-24.6891,0.1111
sun,0.0023,-0.0059,-0.0000
jupiter,3.0710,3.9269,-0.0851
saturn,5.6350,7.1966,-0.3493
uranus,14.8850,-13.2676,-0.2423
neptune,17.2541,-24.6825,0.1107
sun,0.0023,-0.0059,-0.0000
jupiter,3.0489,3.9452,-0.0846
saturn,5.6179,7.2091,-0.3488
uranus,14.8945,-13.2575,-0.2424
neptune,17.2634,-24.6758,0.1103
sun,0.0023,-0.0059,-0.0000
jupiter,3.0266,3.9633,-0.0842
saturn,5.6007,7.2216,-0.3483
uranus,14.9039,-13.2474,-0.2425
neptune,17.2727,-24.6691,0.1100
sun,0.0024,-0.0059,-0.0000
jupiter,3.0042,3.9813,-0.0838
saturn,5.5835,7.2340,-0.3479
uranus,14.9134,-13.2373,-0.2426
neptune,17.2820,-24.6624,0.1096
sun,0.0024,-0.0060,-0.0000
jupiter,2.9818,3.9992,-0.0834
saturn,5.5663,7.2464,-0.3474
uranus,14.9228,-13.2272,-0.2427
neptune,17.2913,-24.6558,0.1093
sun,0.0024,-0.0060,-0.0000
jupiter,2.9592,4.0169,-0.0829
saturn,5.5490,7.2588,-0.3469
uranus,14.9322,-13.2171,-0.2427
neptune,17.3007,-24.6491,0.1089
sun,0.0024,-0.0060,-0.0000
jupiter,2.9366,4.0345,-0.0825
saturn,5.5317,7.2711,-0.3464
uranus,14.9416,-13.2070,-0.2428
neptune,17.3100,-24.6424,0.1086
sun,0.0025,-0.0060,-0.0000
jupiter,2.9138,4.0520,-0.0821
saturn,5.5144,7.2834,-0.3460
uranus,14.9511,-13.1968,-0.2429
neptune,17.3193,-24.6357,0.1082
sun,0.0025,-0.0061,-0.0000
jupiter,2.8910,4.0694,-0.0816
saturn,5.4971,7.2957,-0.3455
uranus,14.9605,-13.1867,-0.2430
neptune,17.3286,-24.6290,0.1079
sun,0.0025,-0.0061,-0.0000
jupiter,2.8681,4.0866,-0.0812
saturn,5.4797,7.3079,-0.3450
uranus,14.9699,-13.1765,-0.2431
neptune,17.3379,-24.6223,0.1075
sun,0.0025,-0.0061,-0.0000
jupiter,2.8451,4.1037,-0.0807
saturn,5.4623,7.3201,-0.3445
uranus,14.9792,-13.1664,-0.2432
neptune,17.3472,-24.6156,0.1072
sun,0.0026,-0.0061,-0.0000
jupiter,2.8220,4.1207,-0.0803
saturn,5.4449,7.3322,-0.3440
uranus,14.9886,-13.1562,-0.2432
neptune,17.3565,-24.6089,0.1068
sun,0.0026,-0.0061,-0.0000
jupiter,2.7988,4.1375,-0.0798
saturn,5.4274,7.3443,-0.3436
uranus,14.9980,-13.1461,-0.2433
neptune,17.3658,-24.6022,0.1065
sun,0.0026,-0.0062,-0.0000
jupiter,2.7755,4.1542,-0.0794
saturn,5.4099,7.3564,-0.3431
uranus,15.0074,-13.1359,-0.2434
neptune,17.3751,-24.5955,0.1061
sun,0.0026,-0.0062,-0.0000
jupiter,2.7521,4.1708,-0.0789
saturn,5.3924,7.3684,-0.3426
uranus,15.0167,-13.1257,-0.2435
neptune,17.3844,-24.5888,0.1058
sun,0.0027,-0.0062,-0.0000
jupiter,2.7287,4.1873,-0.0785
saturn,5.3749,7.3804,-0.3421
uranus,15.0261,-13.1155,-0.2436
neptune,17.3937,-24.5821,0.1054
sun,0.0027,-0.0062,-0.0000
jupiter,2.7051,4.2036,-0.0780
saturn,5.3573,7.3924,-0.3416
uranus,15.0354,-13.1054,-0.2437
neptune,17.4030,-24.5753,0.1051
sun,0.0027,-0.0062,-0.0000
jupiter,2.6815,4.2198,-0.0776
saturn,5.3397,7.4043,-0.3411
uranus,15.0447,-13.0952,-0.2437
neptune,17.4123,-24.5686,0.1047
sun,0.0027,-0.0063,-0.0000
jupiter,2.6578,4.2358,-0.0771
saturn,5.3221,7.4161,-0.3406
uranus,15.0541,-13.0850,-0.2438
neptune,17.4215,-24.5619,0.1044
sun,0.0028,-0.0063,-0.0000
jupiter,2.6340,4.2517,-0.0766
saturn,5.3044,7.4280,-0.3401
uranus,15.0634,-13.0747,-0.2439
neptune,17.4308,-24.5552,0.1040
sun,0.0028,-0.0063,-0.0000
jupiter,2.6101,4.2675,-0.0762
saturn,5.2867,7.4398,-0.3396
uranus,15.0727,-13.0645,-0.2440
neptune,17.4401,-24.5484,0.1037
sun,0.0028,-0.0063,-0.0000
jupiter,2.5862,4.2832,-0.0757
saturn,5.2690,7.4515,-0.3391
uranus,15.0820,-13.0543,-0.2441
neptune,17.4494,-24.5417,0.1033
sun,0.0029,-0.0063,-0.0000
jupiter,2.5621,4.2987,-0.0752
saturn,5.2513,7.4633,-0.3386
uranus,15.0913,-13.0441,-0.2442
neptune,17.4587,-24.5349,0.1030
sun,0.0029,-0.0063,-0.0000
jupiter,2.5380,4.3141,-0.0747
saturn,5.2335,7.4749,-0.3381
uranus,15.1006,-13.0338,-0.2442
neptune,17.4679,-24.5282,0.1026
sun,0.0029,-0.0064,-0.0000
jupiter,2.5138,4.3293,-0.0743
saturn,5.2157,7.4866,-0.3376
uranus,15.1099,-13.0236,-0.2443
neptune,17.4772,-24.5214,0.1023
sun,0.0029,-0.0064,-0.0000
jupiter,2.4896,4.3444,-0.0738
saturn,5.1979,7.4982,-0.3371
uranus,15.1192,-13.0133,-0.2444
neptune,17.4865,-24.5147,0.1019
sun,0.0030,-0.0064,-0.0000
jupiter,2.4652,4.3594,-0.0733
saturn,5.1801,7.5097,-0.3366
uranus,15.1284,-13.0031,-0.2445
neptune,17.4957,-24.5079,0.1015
sun,0.0030,-0.0064,-0.0000
jupiter,2.4408,4.3742,-0.0728
saturn,5.1622,7.5213,-0.3361
uranus,15.1377,-12.9928,-0.2446
neptune,17.5050,-24.5012,0.1012
sun,0.0030,-0.0064,-0.0000
jupiter,2.4163,4.3889,-0.0723
saturn,5.1443,7.5328,-0.3356
uranus,15.1469,-12.9826,-0.2447
neptune,17.5142,-24.4944,0.1008
sun,0.0030,-0.0065,-0.0000
jupiter,2.3917,4.4035,-0.0718
saturn,5.1264,7.5442,-0.3351
uranus,15.1562,-12.9723,-0.2447
neptune,17.5235,-24.4876,0.1005
sun,0.0031,-0.0065,-0.0000
jupiter,2.3670,4.4179,-0.0713
saturn,5.1084,7.5556,-0.3345
uranus,15.1654,-12.9620,-0.2448
neptune,17.5327,-24.4809,0.1001
sun,0.0031,-0.0065,-0.0000
jupiter,2.3423,4.4322,-0.0708
saturn,5.0905,7.5670,-0.3340
uranus,15.1746,-12.9517,-0.2449
neptune,17.5420,-24.4741,0.0998
sun,0.0031,-0.0065,-0.0000
jupiter,2.3175,4.4463,-0.0703
saturn,5.0724,7.5783,-0.3335
uranus,15.1839,-12.9414,-0.2450
neptune,17.5512,-24.4673,0.0994
sun,0.0032,-0.0065,-0.0000
jupiter,2.2926,4.4603,-0.0698
saturn,5.0544,7.5896,-0.3330
uranus,15.1931,-12.9311,-0.2451
neptune,17.5605,-24.4605,0.0991
sun,0.0032,-0.0065,-0.0000
jupiter,2.2677,4.4742,-0.0693
saturn,5.0364,7.6008,-0.3325
uranus,15.2023,-12.9208,-0.2451
neptune,17.5697,-24.4537,0.0987
sun,0.0032,-0.0066,-0.0000
jupiter,2.2426,4.4879,-0.0688
saturn,5.0183,7.6120,-0.3319
uranus,15.2115,-12.9105,-0.2452
neptune,17.5790,-24.4470,0.0984
sun,0.0032,-0.0066,-0.0000
jupiter,2.2175,4.5015,-0.0683
saturn,5.0002,7.6232,-0.3314
uranus,15.2207,-12.9002,-0.2453
neptune,17.5882,-24.4402,0.0980
sun,0.0033,-0.0066,-0.0000
jupiter,2.1924,4.5150,-0.0678
saturn,4.9820,7.6343,-0.3309
uranus,15.2299,-12.8899,-0.2454
neptune,17.5974,-24.4334,0.0977
sun,0.0033,-0.0066,-0.0001
jupiter,2.1672,4.5283,-0.0673
saturn,4.9639,7.6454,-0.3304
uranus,15.2390,-12.8795,-0.2455
neptune,17.6067,-24.4266,0.0973
sun,0.0033,-0.0066,-0.0001
jupiter,2.1419,4.5414,-0.0668
saturn,4.9457,7.6565,-0.3298
uranus,15.2482,-12.8692,-0.2455
neptune,17.6159,-24.4198,0.0970
sun,0.0034,-0.0066,-0.0001
jupiter,2.1165,4.5545,-0.0663
saturn,4.9275,7.6675,-0.3293
uranus,15.2574,-12.8588,-0.2456
neptune,17.6251,-24.4130,0.0966
sun,0.0034,-0.0067,-0.0001
jupiter,2.0911,4.5673,-0.0658
saturn,4.9092,7.6785,-0.3288
uranus,15.2665,-12.8485,-0.2457
neptune,17.6344,-24.4061,0.0963
sun,0.0034,-0.0067,-0.0001
jupiter,2.0656,4.5801,-0.0653
saturn,4.8910,7.6894,-0.3282
uranus,15.2757,-12.8381,-0.2458
neptune,17.6436,-24.3993,0.0959
sun,0.0034,-0.0067,-0.0001
jupiter,2.0400,4.5927,-0.0647
saturn,4.8727,7.7003,-0.3277
uranus,15.2848,-12.8278,-0.2459
neptune,17.6528,-24.3925,0.0956
sun,0.0035,-0.0067,-0.0001
jupiter,2.0144,4.6051,-0.0642
saturn,4.8544,7.7111,-0.3271
uranus,15.2939,-12.8174,-0.2459
neptune,17.6620,-24.3857,0.0952
sun,0.0035,-0.0067,-0.0001
jupiter,1.9887,4.6174,-0.0637
saturn,4.8360,7.7219,-0.3266
uranus,15.3031,-12.8070,-0.2460
neptune,17.6712,-24.3789,0.0949
sun,0.0035,-0.0067,-0.0001
jupiter,1.9630,4.6296,-0.0632
saturn,4.8176,7.7327,-0.3261
uranus,15.3122,-12.7966,-0.2461
neptune,17.6804,-24.3720,0.0945
sun,0.0036,-0.0068,-0.0001
jupiter,1.9372,4.6416,-0.0626
saturn,4.7993,7.7434,-0.3255
uranus,15.3213,-12.7863,-0.2462
neptune,17.6897,-24.3652,0.0942
sun,0.0036,-0.0068,-0.0001
jupiter,1.9113,4.6535,-0.0621
saturn,4.7808,7.7541,-0.3250
uranus,15.3304,-12.7759,-0.2463
neptune,17.6989,-24.3584,0.0938
sun,0.0036,-0.0068,-0.0001
jupiter,1.8854,4.6652,-0.0616
saturn,4.7624,7.7648,-0.3244
uranus,15.3395,-12.7655,-0.2463
neptune,17.7081,-24.3515,0.0934
sun,0.0036,-0.0068,-0.0001
jupiter,1.8594,4.6768,-0.0610
saturn,4.7439,7.7754,-0.3239
uranus,15.3486,-12.7550,-0.2464
neptune,17.7173,-24.3447,0.0931
sun,0.0037,-0.0068,-0.0001
jupiter,1.8334,4.6883,-0.0605
saturn,4.7254,7.7859,-0.3233
uranus,15.3576,-12.7446,-0.2465
neptune,17.7265,-24.3378,0.0927
sun,0.0037,-0.0068,-0.0001
jupiter,1.8073,4.6996,-0.0600
saturn,4.7069,7.7965,-0.3228
uranus,15.3667,-12.7342,-0.2466
neptune,17.7357,-24.3310,0.0924
sun,0.0037,-0.0068,-0.0001
jupiter,1.7811,4.7108,-0.0594
saturn,4.6884,7.8070,-0.3222
uranus,15.3758,-12.7238,-0.2467
neptune,17.7449,-24.3241,0.0920
sun,0.0038,-0.0069,-0.0001
jupiter,1.7549,4.7218,-0.0589
saturn,4.6698,7.8174,-0.3216
uranus,15.3848,-12.7133,-0.2467
neptune,17.7541,-24.3173,0.0917
sun,0.0038,-0.0069,-0.0001
jupiter,1.7287,4.7326,-0.0584
saturn,4.6512,7.8278,-0.3211
uranus,15.3939,-12.7029,-0.2468
neptune,17.7632,-24.3104,0.0913
sun,0.0038,-0.0069,-0.0001
jupiter,1.7024,4.7434,-0.0578
saturn,4.6326,7.8382,-0.3205
uranus,15.4029,-12.6925,-0.2469
neptune,17.7724,-24.3036,0.0910
sun,0.0039,-0.0069,-0.0001
jupiter,1.6760,4.7539,-0.0573
saturn,4.6140,7.8485,-0.3200
uranus,15.4120,-12.6820,-0.2470
neptune,17.7816,-24.2967,0.0906
sun,0.0039,-0.0069,-0.0001
jupiter,1.6496,4.7644,-0.0567
saturn,4.5953,7.8588,-0.3194
uranus,15.4210,-12.6715,-0.2471
neptune,17.7908,-24.2898,0.0903
sun,0.0039,-0.0069,-0.0001
jupiter,1.6231,4.7746,-0.0562
saturn,4.5766,7.8690,-0.3188
uranus,15.4300,-12.6611,-0.2471
neptune,17.8000,-24.2830,0.0899
sun,0.0039,-0.0069,-0.0001
jupiter,1.5966,4.7848,-0.0556
saturn,4.5579,7.8792,-0.3183
uranus,15.4390,-12.6506,-0.2472
neptune,17.8091,-24.2761,0.0896
sun,0.0040,-0.0070,-0.0001
jupiter,1.5701,4.7948,-0.0551
saturn,4.5392,7.8894,-0.3177
uranus,15.4480,-12.6401,-0.2473
neptune,17.8183,-24.2692,0.0892
sun,0.0040,-0.0070,-0.0001
jupiter,1.5435,4.8046,-0.0545
saturn,4.5204,7.8995,-0.3171
uranus,15.4570,-12.6296,-0.2474
neptune,17.8275,-24.2623,0.0889
sun,0.0040,-0.0070,-0.0001
jupiter,1.5168,4.8143,-0.0539
saturn,4.5016,7.9095,-0.3165
uranus,15.4660,-12.6192,-0.2474
neptune,17.8367,-24.2554,0.0885
sun,0.0041,-0.0070,-0.0001
jupiter,1.4901,4.8239,-0.0534
saturn,4.4828,7.9196,-0.3160
uranus,15.4750,-12.6087,-0.2475
neptune,17.8458,-24.2485,0.0882
sun,0.0041,-0.0070,-0.0001
jupiter,1.4633,4.8333,-0.0528
saturn,4.4640,7.9296,-0.3154
uranus,15.4839,-12.5982,-0.2476
neptune,17.8550,-24.2416,0.0878
sun,0.0041,-0.0070,-0.0001
jupiter,1.4365,4.8425,-0.0523
saturn,4.4451,7.9395,-0.3148
uranus,15.4929,-12.5876,-0.2477
neptune,17.8642,-24.2347,0.0875
sun,0.0042,-0.0070,-0.0001
jupiter,1.4097,4.8516,-0.0517
saturn,4.4263,7.9494,-0.3142
uranus,15.5019,-12.5771,-0.2478
neptune,17.8733,-24.2278,0.0871
sun,0.0042,-0.0070,-0.0001
jupiter,1.3828,4.8606,-0.0511
saturn,4.4074,7.9593,-0.3137
uranus,15.5108,-12.5666,-0.2478
neptune,17.8825,-24.2209,0.0867
sun,0.0042,-0.0071,-0.0001
jupiter,1.3559,4.8694,-0.0506
saturn,4.3884,7.9691,-0.3131
uranus,15.5197,-12.5561,-0.2479
neptune,17.8916,-24.2140,0.0864
sun,0.0042,-0.0071,-0.0001
jupiter,1.3289,4.8780,-0.0500
saturn,4.3695,7.9789,-0.3125
uranus,15.5287,-12.5455,-0.2480
neptune,17.9008,-24.2071,0.0860
sun,0.0043,-0.0071,-0.0001
jupiter,1.3019,4.8866,-0.0494
saturn,4.3505,7.9886,-0.3119
uranus,15.5376,-12.5350,-0.2481
neptune,17.9099,-24.2002,0.0857
sun,0.0043,-0.0071,-0.0001
jupiter,1.2749,4.8949,-0.0489
saturn,4.3315,7.9983,-0.3113
uranus,15.5465,-12.5245,-0.2481
neptune,17.9191,-24.1933,0.0853
sun,0.0043,-0.0071,-0.0001
jupiter,1.2478,4.9031,-0.0483
saturn,4.3125,8.0080,-0.3107
uranus,15.5554,-12.5139,-0.2482
neptune,17.9282,-24.1863,0.0850
sun,0.0044,-0.0071,-0.0001
jupiter,1.2207,4.9112,-0.0477
saturn,4.2935,8.0176,-0.3101
uranus,15.5643,-12.5033,-0.2483
neptune,17.9373,-24.1794,0.0846
sun,0.0044,-0.0071,-0.0001
jupiter,1.1935,4.9191,-0.0471
saturn,4.2744,8.0272,-0.3095
uranus,15.5732,-12.4928,-0.2484
neptune,17.9465,-24.1725,0.0843
sun,0.0044,-0.0071,-0.0001
jupiter,1.1664,4.9269,-0.0466
saturn,4.2553,8.0367,-0.3090
uranus,15.5821,-12.4822,-0.2484
neptune,17.9556,-24.1656,0.0839
sun,0.0045,-0.0071,-0.0001
jupiter,1.1391,4.9345,-0.0460
saturn,4.2362,8.0462,-0.3084
uranus,15.5910,-12.4716,-0.2485
